,year,id_,marital,agewed,divorce,hapmar,zodiac,ballot
26094,1990,1202,Married,20,YES,VERY HAPPY,Cancer,Ballot a
26096,1990,1204,Married,19,YES,VERY HAPPY,Virgo,Ballot b
26097,1990,1205,Married,18,NO,VERY HAPPY,Scorpio,Ballot c
26099,1990,1207,Married,24,NO,VERY HAPPY,Aquarius,Ballot a
26100,1990,1208,Married,31,NO,PRETTY HAPPY,Cancer,Ballot a
26101,1990,1209,Married,19,NO,VERY HAPPY,Leo,Ballot a
26103,1990,1211,Married,21,NO,PRETTY HAPPY,Scorpio,Ballot a
26104,1990,1212,Married,18,NO,VERY HAPPY,Virgo,Ballot a
26107,1990,1215,Married,21,NO,VERY HAPPY,Aries,Ballot b
26108,1990,1216,Married,26,NO,VERY HAPPY,Leo,Ballot c
26114,1990,1222,Married,17,YES,PRETTY HAPPY,Pisces,Ballot a
26118,1990,1226,Married,17,YES,VERY HAPPY,Pisces,Ballot b
26119,1990,1227,Married,14,YES,VERY HAPPY,Scorpio,Ballot c
26120,1990,1228,Married,30,NO,VERY HAPPY,Cancer,Ballot a
26121,1990,1229,Married,27,NO,VERY HAPPY,Libra,Ballot b
26122,1990,1230,Married,25,NO,VERY HAPPY,Virgo,Ballot b
26124,1990,1232,Married,21,YES,PRETTY HAPPY,Virgo,Ballot a
26127,1990,1235,Married,17,YES,PRETTY HAPPY,Capricorn,Ballot c
26128,1990,1236,Married,18,NO,VERY HAPPY,Aquarius,Ballot b
26130,1990,1238,Married,16,NO,PRETTY HAPPY,Aries,Ballot c
26131,1990,1239,Married,25,NO,VERY HAPPY,Pisces,Ballot c
26132,1990,1240,Married,20,NO,VERY HAPPY,Gemini,Ballot b
26135,1990,1243,Married,24,NO,VERY HAPPY,Gemini,Ballot b
26136,1990,1244,Married,26,NO,VERY HAPPY,Sagittarius,Ballot a
26138,1990,1246,Married,17,YES,PRETTY HAPPY,Cancer,Ballot b
26139,1990,1247,Married,25,NO,VERY HAPPY,Scorpio,Ballot b
26141,1990,1249,Married,18,YES,VERY HAPPY,Virgo,Ballot a
26142,1990,1250,Married,25,NO,VERY HAPPY,Pisces,Ballot c
26143,1990,1251,Married,24,NO,VERY HAPPY,Gemini,Ballot c
26144,1990,1252,Married,18,YES,PRETTY HAPPY,Capricorn,Ballot b
26145,1990,1253,Married,21,NO,VERY HAPPY,Sagittarius,Ballot c
26146,1990,1254,Married,21,NO,VERY HAPPY,Capricorn,Ballot b
26147,1990,1255,Married,21,NO,PRETTY HAPPY,Aquarius,Ballot a
26148,1990,1256,Married,21,YES,VERY HAPPY,Taurus,Ballot a
26150,1990,1258,Married,14,YES,VERY HAPPY,Aries,Ballot a
26152,1990,1260,Married,17,NO,PRETTY HAPPY,Aquarius,Ballot c
26153,1990,1261,Married,22,NO,VERY HAPPY,Gemini,Ballot c
26154,1990,1262,Married,25,NO,PRETTY HAPPY,Virgo,Ballot c
26155,1990,1263,Married,19,NO,VERY HAPPY,Taurus,Ballot b
26156,1990,1264,Married,18,NO,VERY HAPPY,Leo,Ballot c
26157,1990,1265,Married,22,NO,PRETTY HAPPY,Gemini,Ballot c
26159,1990,1267,Married,20,NO,VERY HAPPY,Scorpio,Ballot c
26160,1990,1268,Married,14,NO,VERY HAPPY,Pisces,Ballot c
26165,1990,1273,Married,21,NO,VERY HAPPY,Gemini,Ballot b
26169,1990,1277,Married,18,NO,PRETTY HAPPY,Capricorn,Ballot c
26170,1990,1278,Married,15,NO,PRETTY HAPPY,Taurus,Ballot c
26171,1990,1279,Married,18,NO,PRETTY HAPPY,Virgo,Ballot a
26174,1990,1282,Married,18,YES,VERY HAPPY,Libra,Ballot c
26175,1990,1283,Married,32,NO,PRETTY HAPPY,Capricorn,Ballot b
26177,1990,1285,Married,22,NO,PRETTY HAPPY,Sagittarius,Ballot c
26179,1990,1287,Married,25,NO,VERY HAPPY,Virgo,Ballot c
26180,1990,1288,Married,20,YES,VERY HAPPY,Virgo,Ballot a
26181,1990,1289,Married,19,YES,VERY HAPPY,Virgo,Ballot a
26182,1990,1290,Married,32,NO,VERY HAPPY,Libra,Ballot a
26185,1990,1293,Married,20,YES,PRETTY HAPPY,Virgo,Ballot a
26186,1990,1294,Married,31,NO,VERY HAPPY,Capricorn,Ballot b
26187,1990,1295,Married,24,NO,VERY HAPPY,Leo,Ballot c
26189,1990,1297,Married,20,NO,PRETTY HAPPY,Gemini,Ballot c
26194,1990,1302,Married,18,NO,PRETTY HAPPY,Capricorn,Ballot b
26196,1990,1304,Married,17,NO,VERY HAPPY,Capricorn,Ballot a
26199,1990,1307,Married,16,YES,PRETTY HAPPY,Scorpio,Ballot c
26201,1990,1309,Married,43,NO,VERY HAPPY,Virgo,Ballot b
26203,1990,1311,Married,22,NO,VERY HAPPY,Gemini,Ballot c
26204,1990,1312,Married,23,YES,PRETTY HAPPY,Libra,Ballot a
26207,1990,1315,Married,18,YES,VERY HAPPY,Aquarius,Ballot b
26210,1990,1318,Married,17,NO,PRETTY HAPPY,Aries,Ballot b
26211,1990,1319,Married,19,NO,VERY HAPPY,Capricorn,Ballot a
26216,1990,1324,Married,19,NO,PRETTY HAPPY,Cancer,Ballot b
26217,1990,1325,Married,18,NO,NOT TOO HAPPY,Pisces,Ballot b
26218,1990,1326,Married,27,NO,VERY HAPPY,Libra,Ballot c
26219,1990,1327,Married,17,YES,VERY HAPPY,Scorpio,Ballot a
26222,1990,1330,Married,19,NO,VERY HAPPY,Aquarius,Ballot b
26224,1990,1332,Married,20,YES,VERY HAPPY,Aries,Ballot a
26226,1990,1334,Married,27,YES,PRETTY HAPPY,Pisces,Ballot c
26229,1990,1337,Married,18,YES,VERY HAPPY,Taurus,Ballot b
26231,1990,1339,Married,27,NO,PRETTY HAPPY,Virgo,Ballot c
26232,1990,1340,Married,26,YES,PRETTY HAPPY,Scorpio,Ballot b
26233,1990,1341,Married,26,NO,PRETTY HAPPY,Sagittarius,Ballot c
26234,1990,1342,Married,26,NO,PRETTY HAPPY,Aries,Ballot b
26235,1990,1343,Married,16,NO,VERY HAPPY,Leo,Ballot c
26238,1990,1346,Married,19,YES,PRETTY HAPPY,Scorpio,Ballot b
26241,1990,1349,Married,26,NO,VERY HAPPY,Cancer,Ballot c
26243,1990,1351,Married,17,NO,PRETTY HAPPY,Aquarius,Ballot a
26244,1990,1352,Married,20,NO,VERY HAPPY,Taurus,Ballot b
26246,1990,1354,Married,26,NO,VERY HAPPY,Virgo,Ballot c
26247,1990,1355,Married,40,NO,VERY HAPPY,Leo,Ballot c
26248,1990,1356,Married,17,NO,VERY HAPPY,Pisces,Ballot c
26252,1990,1360,Married,24,NO,VERY HAPPY,Capricorn,Ballot c
26253,1990,1361,Married,20,NO,VERY HAPPY,Libra,Ballot c
26255,1990,1363,Married,17,YES,VERY HAPPY,Sagittarius,Ballot a
26256,1990,1364,Married,23,NO,PRETTY HAPPY,Virgo,Ballot a
26258,1990,1366,Married,16,YES,PRETTY HAPPY,Scorpio,Ballot a
26259,1990,1367,Married,22,NO,PRETTY HAPPY,Capricorn,Ballot c
26261,1990,1369,Married,19,NO,PRETTY HAPPY,Cancer,Ballot b
26262,1990,1370,Married,20,NO,VERY HAPPY,Pisces,Ballot b
26266,1991,2,Married,24,NO,VERY HAPPY,Taurus,Ballot c
26267,1991,3,Married,33,NO,VERY HAPPY,Scorpio,Ballot b
26274,1991,10,Married,25,NO,VERY HAPPY,Scorpio,Ballot a
26276,1991,12,Married,23,NO,VERY HAPPY,Taurus,Ballot b
26277,1991,13,Married,27,NO,VERY HAPPY,Leo,Ballot b
26280,1991,16,Married,25,NO,VERY HAPPY,Gemini,Ballot a
26282,1991,18,Married,23,NO,PRETTY HAPPY,Aquarius,Ballot a
26283,1991,19,Married,26,YES,VERY HAPPY,Aries,Ballot b
26284,1991,20,Married,35,NO,PRETTY HAPPY,Virgo,Ballot c
26287,1991,23,Married,30,NO,VERY HAPPY,Scorpio,Ballot c
26288,1991,24,Married,20,NO,PRETTY HAPPY,Sagittarius,Ballot a
26292,1991,28,Married,24,NO,PRETTY HAPPY,Gemini,Ballot c
26293,1991,29,Married,30,NO,VERY HAPPY,Virgo,Ballot b
26294,1991,30,Married,34,NO,VERY HAPPY,Aquarius,Ballot c
26297,1991,33,Married,32,NO,VERY HAPPY,Virgo,Ballot b
26299,1991,35,Married,21,NO,VERY HAPPY,Scorpio,Ballot c
26300,1991,36,Married,23,NO,VERY HAPPY,Gemini,Ballot b
26301,1991,37,Married,20,NO,PRETTY HAPPY,Virgo,Ballot c
26305,1991,41,Married,25,YES,VERY HAPPY,Sagittarius,Ballot a
26306,1991,42,Married,22,NO,VERY HAPPY,Scorpio,Ballot b
26310,1991,46,Married,23,YES,PRETTY HAPPY,Scorpio,Ballot a
26311,1991,47,Married,25,NO,VERY HAPPY,Taurus,Ballot b
26312,1991,48,Married,20,NO,VERY HAPPY,Pisces,Ballot c
26313,1991,49,Married,30,NO,VERY HAPPY,Pisces,Ballot a
26316,1991,52,Married,35,NO,PRETTY HAPPY,Taurus,Ballot b
26322,1991,58,Married,22,YES,VERY HAPPY,Scorpio,Ballot c
26324,1991,60,Married,20,NO,VERY HAPPY,Leo,Ballot b
26325,1991,61,Married,33,NO,NOT TOO HAPPY,Cancer,Ballot c
26327,1991,63,Married,27,NO,VERY HAPPY,Capricorn,Ballot b
26329,1991,65,Married,24,NO,VERY HAPPY,Sagittarius,Ballot c
26330,1991,66,Married,18,NO,VERY HAPPY,Libra,Ballot b
26331,1991,67,Married,22,NO,VERY HAPPY,Gemini,Ballot c
26332,1991,68,Married,17,NO,PRETTY HAPPY,Cancer,Ballot a
26333,1991,69,Married,14,NO,VERY HAPPY,Aquarius,Ballot c
26337,1991,73,Married,50,NO,VERY HAPPY,Leo,Ballot a
26339,1991,75,Married,30,NO,VERY HAPPY,Capricorn,Ballot c
26341,1991,77,Married,24,YES,VERY HAPPY,Cancer,Ballot a
26349,1991,85,Married,22,YES,NOT TOO HAPPY,Gemini,Ballot c
26353,1991,89,Married,18,NO,VERY HAPPY,Gemini,Ballot b
26358,1991,94,Married,25,YES,VERY HAPPY,Gemini,Ballot c
26360,1991,96,Married,25,NO,VERY HAPPY,Virgo,Ballot b
26361,1991,97,Married,18,YES,PRETTY HAPPY,Aries,Ballot b
26362,1991,98,Married,23,NO,VERY HAPPY,Cancer,Ballot b
26363,1991,99,Married,17,NO,NOT TOO HAPPY,Cancer,Ballot b
26367,1991,103,Married,28,NO,VERY HAPPY,Virgo,Ballot c
26369,1991,105,Married,21,NO,PRETTY HAPPY,Aries,Ballot a
26375,1991,111,Married,40,NO,PRETTY HAPPY,Gemini,Ballot a
26380,1991,116,Married,22,NO,NOT TOO HAPPY,Leo,Ballot b
26381,1991,117,Married,25,NO,VERY HAPPY,Libra,Ballot c
26382,1991,118,Married,23,NO,VERY HAPPY,Aries,Ballot a
26385,1991,121,Married,21,NO,PRETTY HAPPY,Virgo,Ballot b
26387,1991,123,Married,24,NO,PRETTY HAPPY,Sagittarius,Ballot a
26388,1991,124,Married,21,NO,VERY HAPPY,Sagittarius,Ballot b
26390,1991,126,Married,25,NO,VERY HAPPY,Aquarius,Ballot a
26391,1991,127,Married,24,NO,VERY HAPPY,Scorpio,Ballot b
26392,1991,128,Married,25,NO,VERY HAPPY,Capricorn,Ballot c
26393,1991,129,Married,21,NO,PRETTY HAPPY,Gemini,Ballot a
26394,1991,130,Married,25,NO,VERY HAPPY,Cancer,Ballot b
26397,1991,133,Married,19,YES,VERY HAPPY,Capricorn,Ballot a
26402,1991,138,Married,18,YES,PRETTY HAPPY,Virgo,Ballot b
26407,1991,143,Married,23,NO,VERY HAPPY,Capricorn,Ballot a
26411,1991,147,Married,24,NO,VERY HAPPY,Leo,Ballot b
26412,1991,148,Married,28,NO,VERY HAPPY,Aquarius,Ballot b
26413,1991,149,Married,23,NO,VERY HAPPY,Taurus,Ballot c
26414,1991,150,Married,27,NO,VERY HAPPY,Pisces,Ballot b
26415,1991,151,Married,18,YES,PRETTY HAPPY,Aries,Ballot b
26416,1991,152,Married,25,NO,PRETTY HAPPY,Pisces,Ballot c
26417,1991,153,Married,21,NO,PRETTY HAPPY,Libra,Ballot c
26418,1991,154,Married,22,NO,VERY HAPPY,Pisces,Ballot b
26422,1991,158,Married,26,NO,PRETTY HAPPY,Aries,Ballot b
26423,1991,159,Married,20,NO,VERY HAPPY,Leo,Ballot b
26427,1991,163,Married,18,YES,VERY HAPPY,Cancer,Ballot a
26428,1991,164,Married,29,NO,PRETTY HAPPY,Gemini,Ballot b
26431,1991,167,Married,37,NO,VERY HAPPY,Cancer,Ballot b
26435,1991,171,Married,39,NO,NOT TOO HAPPY,Leo,Ballot a
26440,1991,176,Married,21,NO,PRETTY HAPPY,Pisces,Ballot c
26441,1991,177,Married,24,NO,VERY HAPPY,Capricorn,Ballot a
26442,1991,178,Married,19,NO,VERY HAPPY,Aquarius,Ballot b
26443,1991,179,Married,24,NO,PRETTY HAPPY,Aquarius,Ballot c
26444,1991,180,Married,19,NO,VERY HAPPY,Leo,Ballot a
26445,1991,181,Married,19,NO,VERY HAPPY,Leo,Ballot b
26446,1991,182,Married,21,NO,VERY HAPPY,Cancer,Ballot c
26448,1991,184,Married,20,NO,VERY HAPPY,Virgo,Ballot b
26449,1991,185,Married,16,NO,PRETTY HAPPY,Taurus,Ballot c
26456,1991,192,Married,27,NO,VERY HAPPY,Virgo,Ballot b
26458,1991,194,Married,15,YES,PRETTY HAPPY,Sagittarius,Ballot a
26460,1991,196,Married,23,NO,VERY HAPPY,Taurus,Ballot b
26461,1991,197,Married,22,NO,PRETTY HAPPY,Leo,Ballot a
26462,1991,198,Married,26,NO,PRETTY HAPPY,Cancer,Ballot b
26463,1991,199,Married,34,NO,PRETTY HAPPY,Leo,Ballot c
26471,1991,207,Married,24,NO,VERY HAPPY,Sagittarius,Ballot c
26473,1991,209,Married,22,NO,VERY HAPPY,Leo,Ballot a
26474,1991,210,Married,23,YES,VERY HAPPY,Gemini,Ballot b
26475,1991,211,Married,28,NO,VERY HAPPY,Taurus,Ballot c
26497,1991,233,Married,27,NO,PRETTY HAPPY,Pisces,Ballot b
26500,1991,236,Married,31,NO,VERY HAPPY,Virgo,Ballot c
26503,1991,239,Married,16,NO,PRETTY HAPPY,Scorpio,Ballot c
26511,1991,247,Married,31,NO,PRETTY HAPPY,Scorpio,Ballot b
26513,1991,249,Married,20,NO,VERY HAPPY,Aries,Ballot a
26514,1991,250,Married,18,YES,VERY HAPPY,Cancer,Ballot b
26515,1991,251,Married,23,NO,VERY HAPPY,Sagittarius,Ballot c
26519,1991,255,Married,17,YES,PRETTY HAPPY,Taurus,Ballot c
26520,1991,256,Married,23,NO,VERY HAPPY,Leo,Ballot b
26522,1991,258,Married,19,NO,PRETTY HAPPY,Capricorn,Ballot b
26524,1991,260,Married,18,NO,VERY HAPPY,Leo,Ballot b
26526,1991,262,Married,18,NO,VERY HAPPY,Aries,Ballot a
26528,1991,264,Married,19,YES,VERY HAPPY,Scorpio,Ballot b
26529,1991,265,Married,24,NO,VERY HAPPY,Libra,Ballot a
26530,1991,266,Married,32,NO,VERY HAPPY,Pisces,Ballot b
26537,1991,273,Married,18,YES,VERY HAPPY,Gemini,Ballot b
26538,1991,274,Married,25,YES,VERY HAPPY,Gemini,Ballot b
26539,1991,275,Married,22,NO,PRETTY HAPPY,Pisces,Ballot c
26540,1991,276,Married,22,NO,VERY HAPPY,Cancer,Ballot a
26542,1991,278,Married,21,NO,VERY HAPPY,Libra,Ballot c
26544,1991,280,Married,20,NO,PRETTY HAPPY,Cancer,Ballot c
26547,1991,283,Married,27,NO,VERY HAPPY,Scorpio,Ballot c
26551,1991,287,Married,31,NO,VERY HAPPY,Taurus,Ballot c
26553,1991,289,Married,22,NO,VERY HAPPY,Scorpio,Ballot b
26554,1991,290,Married,18,NO,PRETTY HAPPY,Cancer,Ballot a
26555,1991,291,Married,22,NO,VERY HAPPY,Cancer,Ballot b
26556,1991,292,Married,27,NO,PRETTY HAPPY,Cancer,Ballot c
26557,1991,293,Married,30,NO,VERY HAPPY,Libra,Ballot a
26558,1991,294,Married,23,NO,VERY HAPPY,Aquarius,Ballot b
26561,1991,297,Married,33,NO,VERY HAPPY,Capricorn,Ballot b
26562,1991,298,Married,22,NO,VERY HAPPY,Aries,Ballot c
26567,1991,303,Married,20,YES,PRETTY HAPPY,Leo,Ballot a
26573,1991,309,Married,19,YES,PRETTY HAPPY,Virgo,Ballot b
26574,1991,310,Married,19,NO,VERY HAPPY,Libra,Ballot c
26578,1991,314,Married,20,NO,VERY HAPPY,Taurus,Ballot a
26579,1991,315,Married,20,NO,VERY HAPPY,Scorpio,Ballot c
26580,1991,316,Married,21,NO,PRETTY HAPPY,Taurus,Ballot a
26581,1991,317,Married,24,NO,VERY HAPPY,Taurus,Ballot b
26582,1991,318,Married,32,NO,VERY HAPPY,Aries,Ballot c
26584,1991,320,Married,28,NO,PRETTY HAPPY,Pisces,Ballot b
26585,1991,321,Married,22,YES,PRETTY HAPPY,Pisces,Ballot c
26587,1991,323,Married,24,NO,VERY HAPPY,Libra,Ballot b
26588,1991,324,Married,24,NO,VERY HAPPY,Cancer,Ballot a
26589,1991,325,Married,19,NO,VERY HAPPY,Aries,Ballot b
26591,1991,327,Married,25,NO,PRETTY HAPPY,Libra,Ballot b
26592,1991,328,Married,21,NO,VERY HAPPY,Virgo,Ballot c
26593,1991,329,Married,25,NO,VERY HAPPY,Pisces,Ballot a
26595,1991,331,Married,22,NO,PRETTY HAPPY,Sagittarius,Ballot c
26597,1991,333,Married,19,NO,NOT TOO HAPPY,Aries,Ballot c
26598,1991,334,Married,20,NO,VERY HAPPY,Leo,Ballot b
26600,1991,336,Married,21,YES,NOT TOO HAPPY,Pisces,Ballot c
26601,1991,337,Married,23,NO,PRETTY HAPPY,Aries,Ballot a
26602,1991,338,Married,25,NO,VERY HAPPY,Cancer,Ballot b
26603,1991,339,Married,22,NO,PRETTY HAPPY,Leo,Ballot c
26604,1991,340,Married,21,NO,PRETTY HAPPY,Cancer,Ballot a
26605,1991,341,Married,40,NO,VERY HAPPY,Gemini,Ballot a
26607,1991,343,Married,21,NO,VERY HAPPY,Sagittarius,Ballot c
26609,1991,345,Married,26,NO,PRETTY HAPPY,Aquarius,Ballot b
26612,1991,348,Married,22,NO,VERY HAPPY,Aquarius,Ballot a
26614,1991,350,Married,32,NO,PRETTY HAPPY,Leo,Ballot b
26615,1991,351,Married,28,NO,PRETTY HAPPY,Pisces,Ballot b
26617,1991,353,Married,23,NO,VERY HAPPY,Aries,Ballot a
26618,1991,354,Married,21,NO,VERY HAPPY,Capricorn,Ballot c
26619,1991,355,Married,24,YES,PRETTY HAPPY,Aquarius,Ballot a
26621,1991,357,Married,35,NO,PRETTY HAPPY,Scorpio,Ballot c
26623,1991,359,Married,26,YES,VERY HAPPY,Virgo,Ballot a
26625,1991,361,Married,21,NO,VERY HAPPY,Pisces,Ballot b
26626,1991,362,Married,23,NO,VERY HAPPY,Virgo,Ballot c
26627,1991,363,Married,23,NO,PRETTY HAPPY,Virgo,Ballot a
26628,1991,364,Married,25,NO,VERY HAPPY,Aries,Ballot b
26630,1991,366,Married,20,NO,PRETTY HAPPY,Cancer,Ballot a
26631,1991,367,Married,21,YES,PRETTY HAPPY,Libra,Ballot b
26632,1991,368,Married,24,NO,VERY HAPPY,Aquarius,Ballot a
26638,1991,374,Married,18,NO,VERY HAPPY,Gemini,Ballot a
26640,1991,376,Married,27,NO,VERY HAPPY,Capricorn,Ballot c
26641,1991,377,Married,25,NO,VERY HAPPY,Scorpio,Ballot b
26642,1991,378,Married,18,NO,VERY HAPPY,Aquarius,Ballot c
26643,1991,379,Married,25,NO,VERY HAPPY,Sagittarius,Ballot a
26644,1991,380,Married,20,NO,VERY HAPPY,Taurus,Ballot b
26646,1991,382,Married,19,NO,PRETTY HAPPY,Virgo,Ballot b
26648,1991,384,Married,18,NO,PRETTY HAPPY,Capricorn,Ballot a
26650,1991,386,Married,29,NO,VERY HAPPY,Virgo,Ballot a
26652,1991,388,Married,20,YES,PRETTY HAPPY,Cancer,Ballot c
26654,1991,390,Married,21,YES,VERY HAPPY,Aquarius,Ballot b
26655,1991,391,Married,19,NO,VERY HAPPY,Scorpio,Ballot c
26656,1991,392,Married,20,NO,VERY HAPPY,Capricorn,Ballot a
26657,1991,393,Married,25,NO,VERY HAPPY,Capricorn,Ballot b
26661,1991,397,Married,20,NO,VERY HAPPY,Capricorn,Ballot a
26662,1991,398,Married,16,YES,PRETTY HAPPY,Leo,Ballot c
26663,1991,399,Married,30,NO,PRETTY HAPPY,Capricorn,Ballot b
26667,1991,403,Married,26,NO,VERY HAPPY,Aries,Ballot a
26670,1991,406,Married,25,YES,PRETTY HAPPY,Virgo,Ballot a
26673,1991,409,Married,28,NO,VERY HAPPY,Sagittarius,Ballot c
26675,1991,411,Married,23,NO,PRETTY HAPPY,Aries,Ballot c
26676,1991,412,Married,23,NO,VERY HAPPY,Cancer,Ballot b
26677,1991,413,Married,21,NO,VERY HAPPY,Aries,Ballot c
26685,1991,421,Married,53,NO,VERY HAPPY,Leo,Ballot a
26686,1991,422,Married,20,NO,PRETTY HAPPY,Capricorn,Ballot c
26688,1991,424,Married,29,NO,VERY HAPPY,Gemini,Ballot b
26692,1991,428,Married,28,NO,VERY HAPPY,Aries,Ballot a
26693,1991,429,Married,25,NO,VERY HAPPY,Libra,Ballot b
26694,1991,430,Married,16,NO,VERY HAPPY,Taurus,Ballot c
26698,1991,434,Married,22,NO,VERY HAPPY,Virgo,Ballot c
26700,1991,436,Married,18,NO,PRETTY HAPPY,Capricorn,Ballot b
26701,1991,437,Married,24,NO,VERY HAPPY,Libra,Ballot c
26702,1991,438,Married,21,NO,VERY HAPPY,Aquarius,Ballot a
26705,1991,441,Married,19,YES,PRETTY HAPPY,Cancer,Ballot b
26707,1991,443,Married,20,YES,VERY HAPPY,Capricorn,Ballot b
26709,1991,445,Married,23,NO,VERY HAPPY,Aquarius,Ballot c
26710,1991,446,Married,31,NO,VERY HAPPY,Leo,Ballot a
26711,1991,447,Married,22,NO,PRETTY HAPPY,Gemini,Ballot b
26712,1991,448,Married,24,YES,VERY HAPPY,Taurus,Ballot c
26713,1991,449,Married,22,NO,VERY HAPPY,Gemini,Ballot a
26715,1991,451,Married,22,NO,PRETTY HAPPY,Sagittarius,Ballot a
26716,1991,452,Married,19,NO,PRETTY HAPPY,Sagittarius,Ballot b
26717,1991,453,Married,23,NO,VERY HAPPY,Virgo,Ballot a
26718,1991,454,Married,32,NO,PRETTY HAPPY,Sagittarius,Ballot b
26719,1991,455,Married,22,NO,PRETTY HAPPY,Sagittarius,Ballot a
26722,1991,458,Married,17,YES,VERY HAPPY,Cancer,Ballot b
26723,1991,459,Married,20,NO,VERY HAPPY,Sagittarius,Ballot a
26726,1991,462,Married,19,NO,VERY HAPPY,Gemini,Ballot a
26728,1991,464,Married,16,NO,PRETTY HAPPY,Aries,Ballot c
26729,1991,465,Married,19,NO,VERY HAPPY,Libra,Ballot a
26732,1991,468,Married,21,YES,VERY HAPPY,Gemini,Ballot a
26734,1991,470,Married,23,NO,VERY HAPPY,Libra,Ballot c
26735,1991,471,Married,26,NO,PRETTY HAPPY,Scorpio,Ballot a
26736,1991,472,Married,21,NO,VERY HAPPY,Cancer,Ballot b
26737,1991,473,Married,20,NO,VERY HAPPY,Aquarius,Ballot c
26738,1991,474,Married,21,NO,VERY HAPPY,Scorpio,Ballot a
26740,1991,476,Married,22,NO,VERY HAPPY,Leo,Ballot a
26741,1991,477,Married,39,NO,PRETTY HAPPY,Libra,Ballot b
26742,1991,478,Married,21,YES,VERY HAPPY,Capricorn,Ballot c
26743,1991,479,Married,21,NO,PRETTY HAPPY,Aries,Ballot a
26745,1991,481,Married,21,NO,VERY HAPPY,Gemini,Ballot c
26747,1991,483,Married,22,NO,VERY HAPPY,Libra,Ballot a
26748,1991,484,Married,21,NO,VERY HAPPY,Taurus,Ballot b
26749,1991,485,Married,23,NO,VERY HAPPY,Sagittarius,Ballot c
26750,1991,486,Married,23,NO,NOT TOO HAPPY,Leo,Ballot a
26751,1991,487,Married,18,YES,VERY HAPPY,Leo,Ballot b
26752,1991,488,Married,22,NO,PRETTY HAPPY,Aries,Ballot c
26753,1991,489,Married,22,NO,PRETTY HAPPY,Pisces,Ballot a
26754,1991,490,Married,24,NO,PRETTY HAPPY,Aquarius,Ballot b
26755,1991,491,Married,22,NO,VERY HAPPY,Sagittarius,Ballot c
26756,1991,492,Married,21,NO,PRETTY HAPPY,Sagittarius,Ballot c
26757,1991,493,Married,25,NO,VERY HAPPY,Libra,Ballot a
26758,1991,494,Married,19,YES,VERY HAPPY,Libra,Ballot b
26759,1991,495,Married,25,NO,VERY HAPPY,Virgo,Ballot c
26760,1991,496,Married,23,YES,VERY HAPPY,Cancer,Ballot a
26761,1991,497,Married,20,YES,VERY HAPPY,Cancer,Ballot b
26763,1991,499,Married,21,NO,NOT TOO HAPPY,Gemini,Ballot a
26764,1991,500,Married,24,NO,VERY HAPPY,Sagittarius,Ballot b
26765,1991,501,Married,19,NO,PRETTY HAPPY,Libra,Ballot a
26766,1991,502,Married,21,NO,PRETTY HAPPY,Libra,Ballot b
26774,1991,510,Married,18,YES,VERY HAPPY,Capricorn,Ballot b
26775,1991,511,Married,23,NO,PRETTY HAPPY,Capricorn,Ballot c
26776,1991,512,Married,20,NO,VERY HAPPY,Cancer,Ballot a
26778,1991,514,Married,32,NO,PRETTY HAPPY,Scorpio,Ballot c
26779,1991,515,Married,20,NO,VERY HAPPY,Scorpio,Ballot b
26783,1991,519,Married,29,NO,NOT TOO HAPPY,Sagittarius,Ballot c
26785,1991,521,Married,26,NO,PRETTY HAPPY,Leo,Ballot b
26786,1991,522,Married,30,NO,VERY HAPPY,Pisces,Ballot c
26797,1991,533,Married,18,YES,PRETTY HAPPY,Gemini,Ballot b
26804,1991,540,Married,19,YES,PRETTY HAPPY,Aquarius,Ballot b
26807,1991,543,Married,20,YES,VERY HAPPY,Taurus,Ballot a
26808,1991,544,Married,19,NO,VERY HAPPY,Pisces,Ballot b
26810,1991,546,Married,19,NO,VERY HAPPY,Scorpio,Ballot c
26811,1991,547,Married,26,NO,VERY HAPPY,Aries,Ballot a
26813,1991,549,Married,28,NO,VERY HAPPY,Aries,Ballot c
26814,1991,550,Married,16,NO,PRETTY HAPPY,Aries,Ballot c
26815,1991,551,Married,18,NO,PRETTY HAPPY,Capricorn,Ballot a
26817,1991,553,Married,21,NO,VERY HAPPY,Scorpio,Ballot c
26823,1991,559,Married,23,NO,PRETTY HAPPY,Scorpio,Ballot c
26824,1991,560,Married,20,YES,VERY HAPPY,Virgo,Ballot b
26825,1991,561,Married,33,NO,VERY HAPPY,Aquarius,Ballot c
26826,1991,562,Married,30,NO,VERY HAPPY,Leo,Ballot b
26827,1991,563,Married,20,NO,PRETTY HAPPY,Taurus,Ballot a
26828,1991,564,Married,20,YES,VERY HAPPY,Pisces,Ballot b
26829,1991,565,Married,15,YES,PRETTY HAPPY,Capricorn,Ballot c
26832,1991,568,Married,20,NO,VERY HAPPY,Aquarius,Ballot b
26834,1991,570,Married,21,NO,PRETTY HAPPY,Capricorn,Ballot a
26835,1991,571,Married,23,NO,PRETTY HAPPY,Aries,Ballot b
26836,1991,572,Married,23,NO,VERY HAPPY,Cancer,Ballot c
26837,1991,573,Married,24,NO,VERY HAPPY,Aries,Ballot a
26838,1991,574,Married,18,YES,VERY HAPPY,Gemini,Ballot c
26840,1991,576,Married,21,NO,PRETTY HAPPY,Gemini,Ballot c
26842,1991,578,Married,24,NO,VERY HAPPY,Cancer,Ballot c
