,year,id_,marital,agewed,divorce,hapmar,zodiac,ballot
29231,1993,1450,Married,13,YES,PRETTY HAPPY,Aquarius,Ballot b
29237,1993,1456,Married,23,NO,VERY HAPPY,Aquarius,Ballot a
29238,1993,1457,Married,21,NO,VERY HAPPY,Gemini,Ballot b
29240,1993,1459,Married,25,NO,VERY HAPPY,Aries,Ballot a
29241,1993,1460,Married,24,YES,VERY HAPPY,Libra,Ballot a
29242,1993,1461,Married,18,YES,VERY HAPPY,Capricorn,Ballot b
29246,1993,1465,Married,29,NO,VERY HAPPY,Sagittarius,Ballot a
29250,1993,1469,Married,21,NO,VERY HAPPY,Scorpio,Ballot c
29252,1993,1471,Married,19,NO,VERY HAPPY,Taurus,Ballot a
29258,1993,1477,Married,24,NO,VERY HAPPY,Aries,Ballot b
29259,1993,1478,Married,21,NO,VERY HAPPY,Libra,Ballot c
29260,1993,1479,Married,16,NO,VERY HAPPY,Taurus,Ballot a
29261,1993,1480,Married,27,NO,PRETTY HAPPY,Scorpio,Ballot b
29263,1993,1482,Married,20,NO,VERY HAPPY,Gemini,Ballot a
29265,1993,1484,Married,21,NO,VERY HAPPY,Libra,Ballot c
29272,1993,1491,Married,29,NO,PRETTY HAPPY,Capricorn,Ballot b
29279,1993,1498,Married,18,NO,VERY HAPPY,Libra,Ballot c
29281,1993,1500,Married,18,NO,PRETTY HAPPY,Virgo,Ballot c
29282,1993,1501,Married,30,NO,VERY HAPPY,Gemini,Ballot b
29288,1993,1507,Married,16,NO,VERY HAPPY,Virgo,Ballot b
29289,1993,1508,Married,21,NO,PRETTY HAPPY,Aquarius,Ballot c
29290,1993,1509,Married,21,YES,PRETTY HAPPY,Pisces,Ballot a
29291,1993,1510,Married,17,NO,VERY HAPPY,Cancer,Ballot c
29294,1993,1513,Married,22,NO,PRETTY HAPPY,Leo,Ballot a
29296,1993,1515,Married,32,NO,VERY HAPPY,Gemini,Ballot b
29297,1993,1516,Married,32,NO,VERY HAPPY,Aries,Ballot c
29299,1993,1518,Married,24,NO,VERY HAPPY,Aquarius,Ballot b
29300,1993,1519,Married,24,NO,VERY HAPPY,Pisces,Ballot c
29303,1993,1522,Married,18,YES,PRETTY HAPPY,Gemini,Ballot a
29305,1993,1524,Married,16,NO,VERY HAPPY,Sagittarius,Ballot b
29307,1993,1526,Married,19,NO,PRETTY HAPPY,Capricorn,Ballot c
29308,1993,1527,Married,29,NO,VERY HAPPY,Capricorn,Ballot c
29310,1993,1529,Married,19,NO,PRETTY HAPPY,Virgo,Ballot a
29311,1993,1530,Married,24,NO,VERY HAPPY,Capricorn,Ballot c
29316,1993,1535,Married,21,YES,VERY HAPPY,Sagittarius,Ballot a
29317,1993,1536,Married,34,NO,PRETTY HAPPY,Aries,Ballot b
29318,1993,1537,Married,16,NO,VERY HAPPY,Leo,Ballot b
29319,1993,1538,Married,29,NO,VERY HAPPY,Leo,Ballot c
29320,1993,1539,Married,24,NO,PRETTY HAPPY,Sagittarius,Ballot c
29321,1993,1540,Married,28,NO,VERY HAPPY,Leo,Ballot a
29323,1993,1542,Married,22,YES,VERY HAPPY,Leo,Ballot b
29324,1993,1543,Married,21,NO,VERY HAPPY,Aries,Ballot a
29325,1993,1544,Married,19,NO,NOT TOO HAPPY,Taurus,Ballot a
29326,1993,1545,Married,19,NO,VERY HAPPY,Leo,Ballot b
29329,1993,1548,Married,25,NO,PRETTY HAPPY,Cancer,Ballot c
29330,1993,1549,Married,22,NO,VERY HAPPY,Sagittarius,Ballot c
29331,1993,1550,Married,21,YES,VERY HAPPY,Scorpio,Ballot b
29332,1993,1551,Married,25,NO,VERY HAPPY,Libra,Ballot b
29336,1993,1555,Married,21,YES,VERY HAPPY,Libra,Ballot a
29338,1993,1557,Married,17,YES,VERY HAPPY,Capricorn,Ballot b
29340,1993,1559,Married,22,NO,VERY HAPPY,Taurus,Ballot c
29342,1993,1561,Married,17,YES,VERY HAPPY,Cancer,Ballot c
29344,1993,1563,Married,20,NO,VERY HAPPY,Pisces,Ballot a
29345,1993,1564,Married,19,NO,VERY HAPPY,Aquarius,Ballot c
29351,1993,1570,Married,31,NO,VERY HAPPY,Gemini,Ballot b
29353,1993,1572,Married,19,NO,PRETTY HAPPY,Sagittarius,Ballot b
29354,1993,1573,Married,21,NO,PRETTY HAPPY,Pisces,Ballot a
29356,1993,1575,Married,18,NO,VERY HAPPY,Leo,Ballot b
29360,1993,1579,Married,21,NO,VERY HAPPY,Aquarius,Ballot c
29366,1993,1585,Married,32,YES,VERY HAPPY,Cancer,Ballot c
29369,1993,1588,Married,20,YES,VERY HAPPY,Scorpio,Ballot a
29371,1993,1590,Married,22,NO,VERY HAPPY,Scorpio,Ballot a
29372,1993,1591,Married,17,YES,VERY HAPPY,Scorpio,Ballot b
29377,1993,1596,Married,19,NO,VERY HAPPY,Pisces,Ballot b
29378,1993,1597,Married,20,NO,VERY HAPPY,Libra,Ballot c
29379,1993,1598,Married,22,YES,VERY HAPPY,Aries,Ballot c
29380,1993,1599,Married,19,NO,VERY HAPPY,Aquarius,Ballot b
29382,1993,1601,Married,22,NO,VERY HAPPY,Scorpio,Ballot a
29383,1993,1602,Married,24,NO,VERY HAPPY,Leo,Ballot c
29385,1993,1604,Married,25,NO,VERY HAPPY,Libra,Ballot c
29386,1993,1605,Married,22,NO,VERY HAPPY,Leo,Ballot c
29387,1993,1606,Married,18,YES,VERY HAPPY,Libra,Ballot b
29389,1994,2,Married,20,NO,VERY HAPPY,Aquarius,Ballot b
29390,1994,3,Married,28,NO,NOT TOO HAPPY,Gemini,Ballot a
29400,1994,13,Married,29,NO,PRETTY HAPPY,Pisces,Ballot b
29401,1994,14,Married,22,NO,VERY HAPPY,Leo,Ballot c
29404,1994,17,Married,32,NO,PRETTY HAPPY,Sagittarius,Ballot b
29413,1994,26,Married,34,YES,PRETTY HAPPY,Leo,Ballot a
29416,1994,29,Married,20,NO,PRETTY HAPPY,Scorpio,Ballot a
29441,1994,54,Married,22,NO,PRETTY HAPPY,Aries,Ballot a
29446,1994,59,Married,25,YES,VERY HAPPY,Leo,Ballot b
29451,1994,64,Married,24,NO,PRETTY HAPPY,Leo,Ballot c
29453,1994,66,Married,21,YES,PRETTY HAPPY,Capricorn,Ballot a
29459,1994,72,Married,24,NO,PRETTY HAPPY,Aquarius,Ballot c
29466,1994,79,Married,29,NO,NOT TOO HAPPY,Aries,Ballot a
29467,1994,80,Married,30,NO,VERY HAPPY,Cancer,Ballot a
29472,1994,85,Married,25,NO,PRETTY HAPPY,Cancer,Ballot b
29474,1994,87,Married,24,NO,VERY HAPPY,Gemini,Ballot c
29475,1994,88,Married,25,NO,PRETTY HAPPY,Gemini,Ballot b
29478,1994,91,Married,30,NO,VERY HAPPY,Aquarius,Ballot c
29482,1994,95,Married,20,YES,PRETTY HAPPY,Gemini,Ballot b
29484,1994,97,Married,21,NO,PRETTY HAPPY,Gemini,Ballot b
29496,1994,109,Married,20,NO,VERY HAPPY,Aries,Ballot a
29497,1994,110,Married,30,NO,PRETTY HAPPY,Scorpio,Ballot b
29499,1994,112,Married,25,NO,VERY HAPPY,Taurus,Ballot a
29501,1994,114,Married,30,NO,PRETTY HAPPY,Capricorn,Ballot b
29506,1994,119,Married,22,NO,VERY HAPPY,Capricorn,Ballot c
29508,1994,121,Married,18,NO,PRETTY HAPPY,Gemini,Ballot a
29510,1994,123,Married,28,YES,PRETTY HAPPY,Leo,Ballot b
29514,1994,127,Married,30,NO,PRETTY HAPPY,Aries,Ballot b
29517,1994,130,Married,23,NO,PRETTY HAPPY,Virgo,Ballot c
29519,1994,132,Married,29,NO,VERY HAPPY,Capricorn,Ballot a
29523,1994,136,Married,22,NO,PRETTY HAPPY,Pisces,Ballot a
29530,1994,143,Married,32,NO,PRETTY HAPPY,Cancer,Ballot c
29534,1994,147,Married,23,NO,PRETTY HAPPY,Taurus,Ballot a
29537,1994,150,Married,18,NO,PRETTY HAPPY,Taurus,Ballot a
29543,1994,156,Married,24,NO,VERY HAPPY,Scorpio,Ballot a
29544,1994,157,Married,18,NO,VERY HAPPY,Cancer,Ballot c
29546,1994,159,Married,25,NO,PRETTY HAPPY,Aries,Ballot b
29547,1994,160,Married,22,NO,VERY HAPPY,Libra,Ballot b
29549,1994,162,Married,31,NO,VERY HAPPY,Cancer,Ballot c
29550,1994,163,Married,25,NO,PRETTY HAPPY,Gemini,Ballot a
29558,1994,171,Married,18,NO,VERY HAPPY,Gemini,Ballot a
29559,1994,172,Married,23,NO,VERY HAPPY,Libra,Ballot c
29561,1994,174,Married,18,NO,PRETTY HAPPY,Aries,Ballot a
29570,1994,183,Married,33,NO,PRETTY HAPPY,Cancer,Ballot a
29578,1994,191,Married,18,NO,VERY HAPPY,Scorpio,Ballot c
29579,1994,192,Married,18,NO,VERY HAPPY,Pisces,Ballot b
29580,1994,193,Married,28,NO,NOT TOO HAPPY,Libra,Ballot a
29585,1994,198,Married,20,NO,VERY HAPPY,Taurus,Ballot a
29586,1994,199,Married,30,NO,VERY HAPPY,Aquarius,Ballot c
29588,1994,201,Married,25,NO,VERY HAPPY,Gemini,Ballot b
29589,1994,202,Married,18,NO,VERY HAPPY,Libra,Ballot b
29600,1994,213,Married,23,YES,VERY HAPPY,Aquarius,Ballot b
29604,1994,217,Married,25,NO,VERY HAPPY,Taurus,Ballot b
29605,1994,218,Married,24,NO,VERY HAPPY,Capricorn,Ballot a
29607,1994,220,Married,24,NO,PRETTY HAPPY,Virgo,Ballot a
29610,1994,223,Married,32,NO,VERY HAPPY,Gemini,Ballot b
29611,1994,224,Married,22,NO,PRETTY HAPPY,Gemini,Ballot b
29617,1994,230,Married,27,NO,VERY HAPPY,Sagittarius,Ballot b
29621,1994,234,Married,25,NO,VERY HAPPY,Leo,Ballot b
29633,1994,246,Married,20,NO,VERY HAPPY,Scorpio,Ballot b
29634,1994,247,Married,18,YES,VERY HAPPY,Aries,Ballot a
29635,1994,248,Married,32,NO,VERY HAPPY,Pisces,Ballot c
29637,1994,250,Married,24,NO,PRETTY HAPPY,Leo,Ballot a
29638,1994,251,Married,23,NO,VERY HAPPY,Scorpio,Ballot b
29641,1994,254,Married,29,NO,PRETTY HAPPY,Aquarius,Ballot c
29644,1994,257,Married,23,NO,VERY HAPPY,Libra,Ballot a
29648,1994,261,Married,23,NO,PRETTY HAPPY,Leo,Ballot b
29654,1994,267,Married,28,YES,PRETTY HAPPY,Leo,Ballot b
29658,1994,271,Married,16,NO,VERY HAPPY,Aries,Ballot a
29666,1994,279,Married,29,NO,VERY HAPPY,Cancer,Ballot b
29668,1994,281,Married,22,YES,PRETTY HAPPY,Gemini,Ballot a
29669,1994,282,Married,17,NO,PRETTY HAPPY,Gemini,Ballot b
29678,1994,291,Married,25,NO,VERY HAPPY,Virgo,Ballot a
29681,1994,294,Married,18,NO,VERY HAPPY,Virgo,Ballot b
29685,1994,298,Married,18,NO,VERY HAPPY,Capricorn,Ballot b
29686,1994,299,Married,22,NO,VERY HAPPY,Scorpio,Ballot c
29687,1994,300,Married,23,NO,PRETTY HAPPY,Sagittarius,Ballot c
29691,1994,304,Married,16,NO,PRETTY HAPPY,Leo,Ballot c
29696,1994,309,Married,31,NO,PRETTY HAPPY,Cancer,Ballot a
29701,1994,314,Married,18,NO,VERY HAPPY,Libra,Ballot b
29703,1994,316,Married,23,NO,PRETTY HAPPY,Leo,Ballot b
29710,1994,323,Married,24,NO,VERY HAPPY,Gemini,Ballot a
29712,1994,325,Married,18,NO,PRETTY HAPPY,Aries,Ballot c
29713,1994,326,Married,40,NO,VERY HAPPY,Taurus,Ballot b
29715,1994,328,Married,23,YES,PRETTY HAPPY,Aquarius,Ballot c
29721,1994,334,Married,22,NO,VERY HAPPY,Virgo,Ballot a
29722,1994,335,Married,25,YES,PRETTY HAPPY,Aries,Ballot b
29731,1994,344,Married,20,YES,PRETTY HAPPY,Gemini,Ballot a
29739,1994,352,Married,31,NO,PRETTY HAPPY,Libra,Ballot a
29740,1994,353,Married,23,YES,PRETTY HAPPY,Aquarius,Ballot a
29745,1994,358,Married,28,NO,PRETTY HAPPY,Cancer,Ballot b
29747,1994,360,Married,30,NO,VERY HAPPY,Libra,Ballot c
29749,1994,362,Married,19,NO,PRETTY HAPPY,Scorpio,Ballot a
29754,1994,367,Married,24,NO,VERY HAPPY,Scorpio,Ballot b
29758,1994,371,Married,22,NO,PRETTY HAPPY,Cancer,Ballot b
29764,1994,377,Married,33,NO,VERY HAPPY,Cancer,Ballot c
29766,1994,379,Married,25,NO,VERY HAPPY,Libra,Ballot b
29768,1994,381,Married,22,NO,VERY HAPPY,Leo,Ballot a
29770,1994,383,Married,20,NO,VERY HAPPY,Leo,Ballot a
29772,1994,385,Married,18,NO,VERY HAPPY,Capricorn,Ballot b
29773,1994,386,Married,23,NO,PRETTY HAPPY,Scorpio,Ballot b
29774,1994,387,Married,24,NO,VERY HAPPY,Pisces,Ballot b
29777,1994,390,Married,30,NO,PRETTY HAPPY,Sagittarius,Ballot a
29779,1994,392,Married,31,NO,NOT TOO HAPPY,Sagittarius,Ballot c
29785,1994,398,Married,22,NO,VERY HAPPY,Sagittarius,Ballot c
29786,1994,399,Married,21,NO,PRETTY HAPPY,Aries,Ballot c
29788,1994,401,Married,24,NO,VERY HAPPY,Virgo,Ballot c
29794,1994,407,Married,21,YES,PRETTY HAPPY,Capricorn,Ballot c
29803,1994,416,Married,18,YES,VERY HAPPY,Libra,Ballot c
29817,1994,430,Married,23,NO,VERY HAPPY,Libra,Ballot c
29818,1994,431,Married,23,YES,VERY HAPPY,Taurus,Ballot b
29822,1994,435,Married,20,NO,PRETTY HAPPY,Scorpio,Ballot a
29825,1994,438,Married,18,YES,PRETTY HAPPY,Capricorn,Ballot a
29833,1994,446,Married,20,YES,PRETTY HAPPY,Sagittarius,Ballot c
29846,1994,459,Married,30,NO,VERY HAPPY,Aquarius,Ballot a
29852,1994,465,Married,25,YES,VERY HAPPY,Libra,Ballot b
29855,1994,468,Married,24,NO,PRETTY HAPPY,Virgo,Ballot b
29858,1994,471,Married,23,YES,VERY HAPPY,Gemini,Ballot c
29859,1994,472,Married,29,NO,VERY HAPPY,Scorpio,Ballot c
29860,1994,473,Married,27,NO,VERY HAPPY,Capricorn,Ballot a
29872,1994,485,Married,21,YES,PRETTY HAPPY,Cancer,Ballot b
29874,1994,487,Married,22,NO,VERY HAPPY,Libra,Ballot b
29882,1994,495,Married,18,NO,NOT TOO HAPPY,Sagittarius,Ballot a
29884,1994,497,Married,20,NO,PRETTY HAPPY,Capricorn,Ballot b
29888,1994,501,Married,17,NO,VERY HAPPY,Cancer,Ballot c
29902,1994,515,Married,27,NO,VERY HAPPY,Scorpio,Ballot a
29905,1994,518,Married,49,NO,VERY HAPPY,Aries,Ballot c
29910,1994,523,Married,24,NO,PRETTY HAPPY,Libra,Ballot c
29911,1994,524,Married,22,NO,VERY HAPPY,Virgo,Ballot b
29912,1994,525,Married,28,NO,PRETTY HAPPY,Aries,Ballot a
29914,1994,527,Married,25,NO,PRETTY HAPPY,Libra,Ballot a
29915,1994,528,Married,18,NO,VERY HAPPY,Libra,Ballot a
29917,1994,530,Married,18,NO,PRETTY HAPPY,Taurus,Ballot a
29919,1994,532,Married,27,NO,PRETTY HAPPY,Cancer,Ballot b
29920,1994,533,Married,21,NO,VERY HAPPY,Sagittarius,Ballot b
29922,1994,535,Married,25,NO,VERY HAPPY,Scorpio,Ballot b
29923,1994,536,Married,33,NO,VERY HAPPY,Libra,Ballot c
29926,1994,539,Married,25,NO,VERY HAPPY,Aquarius,Ballot b
29930,1994,543,Married,29,NO,PRETTY HAPPY,Leo,Ballot b
29931,1994,544,Married,28,NO,PRETTY HAPPY,Cancer,Ballot b
29939,1994,552,Married,19,NO,PRETTY HAPPY,Gemini,Ballot c
29942,1994,555,Married,20,NO,PRETTY HAPPY,Pisces,Ballot c
29948,1994,561,Married,29,NO,PRETTY HAPPY,Capricorn,Ballot c
29949,1994,562,Married,23,NO,PRETTY HAPPY,Aquarius,Ballot a
29962,1994,575,Married,21,NO,PRETTY HAPPY,Pisces,Ballot a
29967,1994,580,Married,19,YES,VERY HAPPY,Pisces,Ballot b
29973,1994,586,Married,30,NO,VERY HAPPY,Aquarius,Ballot a
29976,1994,589,Married,16,YES,PRETTY HAPPY,Taurus,Ballot b
29982,1994,595,Married,29,NO,PRETTY HAPPY,Aries,Ballot b
29988,1994,601,Married,27,YES,PRETTY HAPPY,Capricorn,Ballot a
30002,1994,615,Married,23,NO,VERY HAPPY,Scorpio,Ballot c
30004,1994,617,Married,19,NO,PRETTY HAPPY,Sagittarius,Ballot a
30021,1994,634,Married,25,NO,PRETTY HAPPY,Leo,Ballot a
30022,1994,635,Married,20,NO,VERY HAPPY,Capricorn,Ballot c
30034,1994,647,Married,30,NO,PRETTY HAPPY,Gemini,Ballot c
30037,1994,650,Married,23,NO,PRETTY HAPPY,Cancer,Ballot a
30045,1994,658,Married,20,NO,VERY HAPPY,Libra,Ballot b
30054,1994,667,Married,43,NO,VERY HAPPY,Aries,Ballot a
30064,1994,677,Married,26,NO,PRETTY HAPPY,Aquarius,Ballot b
30080,1994,693,Married,26,NO,VERY HAPPY,Virgo,Ballot a
30081,1994,694,Married,20,YES,VERY HAPPY,Sagittarius,Ballot c
30083,1994,696,Married,20,YES,PRETTY HAPPY,Aquarius,Ballot c
30084,1994,697,Married,25,YES,VERY HAPPY,Scorpio,Ballot b
30086,1994,699,Married,20,YES,VERY HAPPY,Cancer,Ballot a
30088,1994,701,Married,23,NO,PRETTY HAPPY,Leo,Ballot a
30091,1994,704,Married,23,NO,VERY HAPPY,Gemini,Ballot c
30096,1994,709,Married,17,YES,VERY HAPPY,Aries,Ballot b
30099,1994,712,Married,20,YES,VERY HAPPY,Aquarius,Ballot c
30100,1994,713,Married,19,NO,PRETTY HAPPY,Capricorn,Ballot c
30101,1994,714,Married,20,NO,PRETTY HAPPY,Sagittarius,Ballot a
30106,1994,719,Married,24,NO,VERY HAPPY,Libra,Ballot c
30109,1994,722,Married,25,NO,PRETTY HAPPY,Sagittarius,Ballot b
30111,1994,724,Married,24,YES,VERY HAPPY,Scorpio,Ballot a
30122,1994,735,Married,36,NO,VERY HAPPY,Pisces,Ballot c
30123,1994,736,Married,35,NO,PRETTY HAPPY,Leo,Ballot a
30129,1994,742,Married,25,NO,VERY HAPPY,Cancer,Ballot c
30130,1994,743,Married,30,NO,VERY HAPPY,Leo,Ballot a
30131,1994,744,Married,29,NO,VERY HAPPY,Capricorn,Ballot c
30137,1994,750,Married,31,NO,VERY HAPPY,Aquarius,Ballot c
30139,1994,752,Married,22,NO,PRETTY HAPPY,Leo,Ballot b
30141,1994,754,Married,24,NO,VERY HAPPY,Pisces,Ballot c
30146,1994,759,Married,29,NO,VERY HAPPY,Gemini,Ballot a
30148,1994,761,Married,22,NO,VERY HAPPY,Cancer,Ballot b
30153,1994,766,Married,26,NO,VERY HAPPY,Pisces,Ballot a
30154,1994,767,Married,32,NO,VERY HAPPY,Virgo,Ballot c
30156,1994,769,Married,21,NO,VERY HAPPY,Libra,Ballot b
30158,1994,771,Married,25,NO,VERY HAPPY,Aries,Ballot a
30161,1994,774,Married,24,NO,VERY HAPPY,Virgo,Ballot b
30162,1994,775,Married,24,YES,VERY HAPPY,Aquarius,Ballot a
30165,1994,778,Married,18,NO,VERY HAPPY,Leo,Ballot b
30168,1994,781,Married,17,YES,PRETTY HAPPY,Sagittarius,Ballot a
30169,1994,782,Married,25,NO,VERY HAPPY,Libra,Ballot c
30170,1994,783,Married,20,NO,VERY HAPPY,Virgo,Ballot b
30171,1994,784,Married,20,NO,VERY HAPPY,Taurus,Ballot b
30175,1994,788,Married,21,NO,VERY HAPPY,Scorpio,Ballot a
30178,1994,791,Married,22,NO,VERY HAPPY,Gemini,Ballot a
30180,1994,793,Married,18,YES,VERY HAPPY,Taurus,Ballot b
30182,1994,795,Married,22,NO,PRETTY HAPPY,Aries,Ballot c
30183,1994,796,Married,20,NO,VERY HAPPY,Virgo,Ballot c
30185,1994,798,Married,22,NO,VERY HAPPY,Virgo,Ballot b
30187,1994,800,Married,21,NO,VERY HAPPY,Virgo,Ballot c
30192,1994,805,Married,22,NO,VERY HAPPY,Cancer,Ballot c
30196,1994,809,Married,27,NO,VERY HAPPY,Pisces,Ballot a
30199,1994,812,Married,25,NO,PRETTY HAPPY,Aries,Ballot a
30210,1994,823,Married,20,YES,VERY HAPPY,Cancer,Ballot a
30211,1994,824,Married,22,NO,VERY HAPPY,Gemini,Ballot a
30216,1994,829,Married,19,YES,VERY HAPPY,Capricorn,Ballot c
30221,1994,834,Married,25,NO,VERY HAPPY,Aquarius,Ballot c
30222,1994,835,Married,25,NO,VERY HAPPY,Scorpio,Ballot b
30223,1994,836,Married,19,NO,VERY HAPPY,Gemini,Ballot a
30224,1994,837,Married,24,NO,VERY HAPPY,Sagittarius,Ballot a
30229,1994,842,Married,27,NO,PRETTY HAPPY,Scorpio,Ballot b
30233,1994,846,Married,20,YES,VERY HAPPY,Capricorn,Ballot c
30237,1994,850,Married,19,NO,PRETTY HAPPY,Leo,Ballot c
30238,1994,851,Married,28,NO,VERY HAPPY,Virgo,Ballot b
30252,1994,865,Married,21,NO,VERY HAPPY,Capricorn,Ballot b
30256,1994,869,Married,20,NO,NOT TOO HAPPY,Virgo,Ballot c
30257,1994,870,Married,20,NO,PRETTY HAPPY,Aquarius,Ballot a
30260,1994,873,Married,24,NO,VERY HAPPY,Aquarius,Ballot c
30261,1994,874,Married,20,NO,PRETTY HAPPY,Aries,Ballot b
30265,1994,878,Married,18,NO,VERY HAPPY,Aquarius,Ballot a
30268,1994,881,Married,27,NO,VERY HAPPY,Virgo,Ballot c
30276,1994,889,Married,23,NO,VERY HAPPY,Capricorn,Ballot b
30277,1994,890,Married,33,NO,VERY HAPPY,Scorpio,Ballot c
30286,1994,899,Married,22,NO,PRETTY HAPPY,Gemini,Ballot c
30290,1994,903,Married,22,YES,VERY HAPPY,Cancer,Ballot c
30309,1994,922,Married,21,NO,VERY HAPPY,Scorpio,Ballot a
30319,1994,932,Married,22,YES,NOT TOO HAPPY,Cancer,Ballot c
30320,1994,933,Married,22,NO,VERY HAPPY,Leo,Ballot a
30325,1994,938,Married,23,NO,VERY HAPPY,Libra,Ballot c
30326,1994,939,Married,28,NO,VERY HAPPY,Libra,Ballot b
30327,1994,940,Married,22,NO,PRETTY HAPPY,Aquarius,Ballot b
30330,1994,943,Married,23,NO,VERY HAPPY,Cancer,Ballot a
30335,1994,948,Married,24,NO,VERY HAPPY,Virgo,Ballot a
30337,1994,950,Married,25,NO,VERY HAPPY,Pisces,Ballot c
30350,1994,963,Married,18,NO,VERY HAPPY,Pisces,Ballot b
30352,1994,965,Married,21,NO,PRETTY HAPPY,Gemini,Ballot a
30356,1994,969,Married,24,NO,PRETTY HAPPY,Cancer,Ballot b
30363,1994,976,Married,21,NO,PRETTY HAPPY,Leo,Ballot b
30372,1994,985,Married,19,YES,NOT TOO HAPPY,Pisces,Ballot b
30373,1994,986,Married,28,NO,VERY HAPPY,Sagittarius,Ballot c
30377,1994,990,Married,20,YES,PRETTY HAPPY,Leo,Ballot a
30379,1994,992,Married,25,YES,VERY HAPPY,Aquarius,Ballot b
30381,1994,994,Married,26,NO,VERY HAPPY,Libra,Ballot b
30386,1994,999,Married,27,NO,PRETTY HAPPY,Leo,Ballot a
30392,1994,1005,Married,23,NO,VERY HAPPY,Taurus,Ballot b
30397,1994,1010,Married,22,NO,VERY HAPPY,Scorpio,Ballot c
30398,1994,1011,Married,29,NO,VERY HAPPY,Libra,Ballot b
30403,1994,1016,Married,28,YES,VERY HAPPY,Libra,Ballot c
30404,1994,1017,Married,25,NO,VERY HAPPY,Virgo,Ballot b
30419,1994,1032,Married,24,NO,VERY HAPPY,Sagittarius,Ballot b
30421,1994,1034,Married,18,NO,VERY HAPPY,Leo,Ballot a
30423,1994,1036,Married,31,NO,VERY HAPPY,Aries,Ballot c
30426,1994,1039,Married,30,NO,VERY HAPPY,Virgo,Ballot b
30427,1994,1040,Married,26,NO,PRETTY HAPPY,Pisces,Ballot c
30433,1994,1046,Married,21,NO,VERY HAPPY,Leo,Ballot c
30436,1994,1049,Married,21,NO,VERY HAPPY,Taurus,Ballot c
30438,1994,1051,Married,28,NO,VERY HAPPY,Leo,Ballot b
30443,1994,1056,Married,25,NO,VERY HAPPY,Capricorn,Ballot a
30444,1994,1057,Married,39,NO,PRETTY HAPPY,Sagittarius,Ballot c
30446,1994,1059,Married,28,NO,PRETTY HAPPY,Pisces,Ballot b
30458,1994,1071,Married,25,NO,VERY HAPPY,Pisces,Ballot b
30466,1994,1079,Married,22,NO,VERY HAPPY,Scorpio,Ballot c
30469,1994,1082,Married,24,NO,VERY HAPPY,Scorpio,Ballot a
30473,1994,1086,Married,16,YES,VERY HAPPY,Libra,Ballot c
30476,1994,1089,Married,23,NO,PRETTY HAPPY,Virgo,Ballot a
30478,1994,1091,Married,26,NO,VERY HAPPY,Aquarius,Ballot b
30480,1994,1093,Married,21,NO,VERY HAPPY,Virgo,Ballot c
30481,1994,1094,Married,18,NO,VERY HAPPY,Cancer,Ballot c
30486,1994,1099,Married,20,NO,PRETTY HAPPY,Gemini,Ballot a
30488,1994,1101,Married,19,YES,PRETTY HAPPY,Libra,Ballot a
30499,1994,1112,Married,23,NO,VERY HAPPY,Taurus,Ballot a
30501,1994,1114,Married,23,NO,PRETTY HAPPY,Leo,Ballot a
30508,1994,1121,Married,22,NO,VERY HAPPY,Gemini,Ballot c
30511,1994,1124,Married,31,NO,VERY HAPPY,Libra,Ballot a
30512,1994,1125,Married,25,NO,VERY HAPPY,Sagittarius,Ballot c
30515,1994,1128,Married,26,NO,PRETTY HAPPY,Cancer,Ballot b
30517,1994,1130,Married,21,YES,VERY HAPPY,Taurus,Ballot a
30519,1994,1132,Married,24,NO,PRETTY HAPPY,Libra,Ballot b
30523,1994,1136,Married,35,NO,VERY HAPPY,Capricorn,Ballot a
30527,1994,1140,Married,26,NO,VERY HAPPY,Pisces,Ballot a
30544,1994,1157,Married,20,NO,VERY HAPPY,Virgo,Ballot c
30550,1994,1163,Married,19,NO,PRETTY HAPPY,Aquarius,Ballot c
30552,1994,1165,Married,25,NO,PRETTY HAPPY,Capricorn,Ballot a
30554,1994,1167,Married,21,NO,PRETTY HAPPY,Pisces,Ballot b
30557,1994,1170,Married,28,NO,VERY HAPPY,Scorpio,Ballot b
30558,1994,1171,Married,23,NO,PRETTY HAPPY,Virgo,Ballot c
30562,1994,1175,Married,22,NO,VERY HAPPY,Libra,Ballot c
30571,1994,1184,Married,20,NO,VERY HAPPY,Aries,Ballot c
30585,1994,1198,Married,21,NO,PRETTY HAPPY,Cancer,Ballot c
30593,1994,1206,Married,32,NO,VERY HAPPY,Taurus,Ballot a
30594,1994,1207,Married,29,NO,VERY HAPPY,Scorpio,Ballot c
30596,1994,1209,Married,33,NO,VERY HAPPY,Scorpio,Ballot b
30597,1994,1210,Married,19,YES,PRETTY HAPPY,Pisces,Ballot a
30600,1994,1213,Married,23,NO,VERY HAPPY,Aquarius,Ballot c
30603,1994,1216,Married,19,NO,VERY HAPPY,Leo,Ballot a
30605,1994,1218,Married,28,NO,PRETTY HAPPY,Pisces,Ballot b
30608,1994,1221,Married,22,NO,PRETTY HAPPY,Aquarius,Ballot c
30609,1994,1222,Married,24,NO,VERY HAPPY,Gemini,Ballot a
30610,1994,1223,Married,28,NO,PRETTY HAPPY,Leo,Ballot c
30617,1994,1230,Married,21,NO,VERY HAPPY,Taurus,Ballot c
30624,1994,1237,Married,20,NO,VERY HAPPY,Scorpio,Ballot a
30626,1994,1239,Married,18,YES,NOT TOO HAPPY,Aries,Ballot b
